Actual_Result,Result,id
Positive,Positive, AE1M26GNU4D2X
Positive,Positive, A2KJC28UVZOX97
Positive,Positive, A3FA78E0G3G4GQ
Positive,Positive, A1VBL6474O7IK9
Positive,Positive, A2PGDUYXZFAPT5
Positive,Positive, A1ULU3A69W18P4
Positive,Positive, A2LB1XU2SP8YH4
Positive,Positive, A30CB5LCKQXOAE
Positive,Positive, AJFEGOD211XJ4
Positive,Positive, A2Y2KE4LF1FWGY
Positive,Positive, A20WCTKEBNWPOO
Positive,Positive, AAMOCXWRYSLNN
Positive,Positive, ASAMXK2R2EPRK
Positive,Positive, A5E55GXT5AAJS
Negative,Negative, A2GA1IWSWKK8W6
Negative,Negative, A2OCEBERS2T6US
Neutral,Neutral, A2I25ANJ977DR4
Positive,Positive, AGLWF35WVUNZC
Positive,Positive, A31HO2MUJGZ0WF
Positive,Positive, A3ONC68X9X2WQ3
Positive,Positive, A19KDB0DSASAVR
Negative,Negative, A1N368LJ5ESFQX
Positive,Positive, A26RZPIIS1DFTK
Neutral,Positive, A3PISDJ6R3JZDA
Neutral,Negative, A2ELREJSGA4AGF
Negative,Negative, A2FK4WEYQLJIT8
Positive,Positive, AD2RCQ0YVU9CL
Positive,Positive, A2DBS7403MYOMA
Positive,Positive, A3AWSN7TAAT1AK
Positive,Positive, A382YM211H4AGV
Positive,Positive, A3SII8XRBHAXHW
Positive,Positive, A1GSZVPOEI6PAW
Positive,Positive, A3K6A4D4LQNIE
Positive,Positive, A3L2KYOYDWSRPL
Positive,Positive, ANIAWN17Y214P
Positive,Positive, A2PUMUU2VYSZCH
Positive,Positive, AZERN5YBY62YS
Positive,Positive, A1IWKQIP49VK14
Positive,Positive, A2QAAB3DDT20QS
Positive,Positive, A34R7VBP76TD1P
Positive,Positive, AAHOL35692RX2
Positive,Positive, A324DSLSZX8YIF
Positive,Neutral, A2DNOVFL33OMRE
Positive,Positive, A2HXLEN7QV4RXP
Positive,Positive, A3B3QI6QWDZE2N
Positive,Positive, ARS5MHGD29S7D
Positive,Positive, AMR8UKXZCIQPU
Positive,Positive, A5ASVSZUSXEGN
Positive,Positive, A31VT4JNN6QZJK
Positive,Positive, A1H3D6C2VBGOOZ
Positive,Positive, A2QIW5B484ZFO6
Positive,Positive, A7DRRG74YAGVA
Positive,Positive, A1KS6KIVUWDWZG
Positive,Positive, A2PGDUYXZFAPT5
Positive,Positive, A1BHN183234JEN
Neutral,Neutral, A1EC1W51W77GAY
Positive,Positive, A22BZUNNOXBN6M
Positive,Positive, A279ONBS8IAC1M
Positive,Positive, AXWVPJBOQ7I88
Neutral,Positive, A225UWT247BBBH
Positive,Positive, A3MKQMX447PLC0
Positive,Positive, A2ZDW5C247ADQC
Positive,Positive, A1F6GV4OW8SLQ1
Positive,Positive, A10M1HILV13749
Neutral,Neutral, A276DS2GVJ3L7B
Positive,Positive, A3ZTLNVMDQNBP
Neutral,Positive, A1SFTV3FRR6EI1
Positive,Positive, A3F95FW2K2KRWY
Positive,Positive, ASJK8MIKACBJE
Positive,Positive, A2CHNUJPQ31CE6
Negative,Negative, A2M3GDKH8RXUKE
Positive,Positive, A5S660N2YVLNQ
Positive,Positive, A2ZPOTS9WHI1XX
Positive,Positive, A3FTA9AY8OG2OJ
Positive,Positive, A132XTTD5CDSW0
Positive,Positive, A37OUDQJY65CRV
Neutral,Positive, ANJA782DRJ4IL
Positive,Neutral, AK4EECI9IGERF
Negative,Negative, A3QD439AA447M6
Neutral,Neutral, A2G0DB2EZPYYB9
Positive,Positive, AG2VLU4I2KC0Z
Positive,Positive, AILUDRSI9RCB8
Positive,Positive, A37UPS2ZXG5J8R
Positive,Positive, A2ZU4TTRFCH9XS
Positive,Positive, AW5UUFJZYMNHJ
Positive,Positive, A1Z0SXPQDYO9ER
Positive,Positive, A5KOYP14W2EXF
Positive,Positive, A2DCXZ1MXHV8ZQ
Positive,Positive, A2JWAJ4GO83XAP
Neutral,Positive, A3CJGR5LAH4SOP
Positive,Positive, A17R99P35CUJU5
Positive,Positive, AWBGQ6J0J1EA8
Positive,Positive, A3B8SJPM9PSYZR
Positive,Positive, A12RBS5CKZQISK
Positive,Positive, A7SP8DRQ53L34
Neutral,Negative, A1DJXR8FELEJ6P
Positive,Positive, A276D8BJF36A0L
Positive,Positive, A1OZ6N7KSQAE3V
Positive,Positive, A34JTGJOIOYJUH
Positive,Positive, A12RBV7CJ5FDX4
Positive,Positive, AH7D86IMQY8MY
Positive,Positive, A59MV8W4GH0W7
Positive,Positive, A1UBKJJB9BDTBR
Positive,Positive, AFUM9UDF7IN6I
Positive,Positive, ABIX6VBHDKFVW
Positive,Positive, ALP7BTJKVXC66
Positive,Positive, A2O8IU87TDGPIW
Positive,Positive, A3FLQ0KDY9N6KR
Positive,Positive, A2CLF4JB21BOF
Negative,Negative, A48UZ123VHCQ
Positive,Positive, A2N5573XVKCOT2
Negative,Negative, A6EANG4OHAH05
Positive,Positive, A1X4IEPY77OK6V
Negative,Negative, A22KF5KPBPD872
Positive,Positive, A36Y60UM5UV4FY
Positive,Positive, A3HJEUUJ8O9LK5
Positive,Positive, AN0V46QADEXEU
Positive,Positive, A2ZJR9YRFFN3M1
Neutral,Neutral, AYT51K1C6PCNY
Neutral,Neutral, A3SXAHE1UZCMNF
Positive,Positive, A1FUCX1BZJPRO1
Positive,Positive, A22H5UMEDSV8K5
Positive,Positive, A12CCW997AOZ5N
Positive,Positive, A1RLQ123XSWS21
Positive,Positive, AUEYM0NNDWHQ5
Positive,Positive, A2UMQZROH7TTE9
Neutral,Positive, A2NWCD8VDZF1HD
Positive,Positive, A2N4I0ZK16UHMB
Negative,Positive, A1KX951F41TE6B
Positive,Positive, A2ECEOPAKVU04W
Positive,Positive, A2VR4GVAP6WNWM
Positive,Positive, A3JAVVZYN7PR0X
Neutral,Neutral, A1QRFZ1W3XKOOF
Positive,Positive, A3QEKQ409KXJZP
Negative,Positive, A3IG140E2618DE
Neutral,Positive, A2IMAB90MQWZGJ
Positive,Positive, A34TPRV9BVDUN9
Positive,Positive, AURT6RJBHLD59
Positive,Negative, ABKQ6HSVCVDST
Positive,Positive, A11UAQ74TI33Q5
Negative,Negative, A3R4ZJ3BHTSNPI
Negative,Positive, AICRXDQ9CQNWY
Positive,Positive, A2Y3MD5BSJFR1N
Positive,Positive, ALJ403TV6OQV0
Positive,Positive, A2O6EFRS8ZYH0J
Negative,Positive, A2SKIUWJRJX9O6
Positive,Positive, A3UIJX8K5SVINY
Positive,Positive, AVIGYT0TXAE0D
Positive,Positive, A3DEAK9XF8C811
Positive,Positive, A3KWMVKSO2RS6L
Negative,Negative, A12PQQT89DUMKW
Positive,Negative, AGJDIJRX16Q
Positive,Positive, AT6F6MOTCBPM
Positive,Positive, A27VI2FZ08V0IS
Positive,Positive, A1UDADIXOH8HIZ
Positive,Positive, AVZ4MAKZ56CJL
Negative,Negative, A3Q1OQ838G9UB2
Positive,Positive, A11I1I9QLMAM1A
Positive,Positive, APDEZAJ127NPG
Positive,Positive, A2MVAA3JVICOX7
Positive,Positive, A2RS61JR6Z2734
Positive,Positive, AOKYITOO5ELG5
Positive,Positive, A30QXNAAWUSPI4
Neutral,Positive, A1LXQLWBPK014U
Positive,Neutral, A3NZSW71OVUIBP
Negative,Positive, A5SNNU3YAW557
Positive,Positive, ABKY12D8J5DR1
Negative,Positive, A1TL9VAMUJUKC4
Positive,Positive, A1AFVNVKZ75H4L
Positive,Positive, A1Q8D2ELXXE8TC
Positive,Positive, A29CZPRFWGG6ZB
Positive,Positive, A262PFUI5Y8H7R
Positive,Positive, ABROQ9QDIZQX8
Negative,Negative, AHUFN4CY8VHGJ
Negative,Negative, A2F6NPTGDMFXN9
Positive,Positive, AHWYJJ2PCEDNM
Positive,Positive, A1KN1REPIA6A4N
Positive,Positive, A3FJTAV12M995
Positive,Positive, A25UV51L95UPD0
Positive,Positive, A1EREKR8F1HRV1
Positive,Positive, A1VKCEDTXIQXOW
Positive,Positive, A3U9AWP49UOWQ4
Positive,Positive, AJZ0IN0OJQGD4
Positive,Positive, A1T5B273W9XIDL
Negative,Negative, A2TFCE914KNX4O
Positive,Positive, A3HN8DY0G2HC14
Positive,Positive, A2CBLO8W1HTM4E
Positive,Positive, A1BNTJRK9L3X5W
Positive,Positive, A1S408FEOVJ7J7
Positive,Positive, A1FN2LWNTWR445
Positive,Positive, A22ON1OL9OSD3L
Positive,Positive, A20USDT5MJF3OZ
Positive,Positive, A38DY8E0FYY9AJ
Positive,Positive, A28SL7Q59BHS11
Positive,Positive, A22P9AP6QIU36F
Positive,Negative, A5W8AEOXBYX7F
Positive,Positive, A33G3B08XYY53B
Positive,Positive, A3V80XEU70AP9P
Positive,Positive, A34VTW49W8EWC1
Positive,Positive, N/A
Negative,Negative, A3TUHKA1APCBZ4
Positive,Positive, A2LZYDY2RJW3OJ
Positive,Positive, A2FB9MWEQ40ZW3
Positive,Positive, A3PHM2HQUJE3TG
Positive,Positive, ALEMHQC7935CG
Positive,Positive, A3O4E3TDU88C58
Positive,Positive, A3GF04YX7AC8AZ
Positive,Positive, A332J7GHVRHYMJ
Positive,Positive, A2VALAYAH2P9W7
Positive,Positive, A2JV54ZKBMSZSE
Negative,Negative, A1OH0F6T7NHW4C
Positive,Positive, A1K1J8KGTZ1ZHD
Positive,Positive, A176P8V8DR6GYB
Positive,Positive, AP1MP7YHWZRSX
Neutral,Negative, A3DK9WK6L0Y3HN
Positive,Positive, A22QDE9L33KV4C
Positive,Positive, A378VX7AL74ZLG
Positive,Positive, A2P8YZC8YOJ3M5
Positive,Positive, A2OARTNF7KXHKL
Positive,Positive, AJMHRWS5WF5D
Positive,Positive, A2SPA7712T9E56
Neutral,Positive, A14B9CBWHCQO70
Positive,Positive, ALDFUUM1T9CB
Positive,Positive, A2RIZ7ZVW4XPNA
Positive,Positive, A25UAK64AM3ZUA
Positive,Positive, A1CI1AO15BWTXD
Positive,Positive, A110B3BXG2RBGM
Positive,Positive, A22VJA21NHY78W
Positive,Positive, A2MQSRO70U8SW2
Positive,Positive, A2MF81X6CEJ5N7
Neutral,Negative, A3O700PRVBLIRH
Neutral,Positive, A1A32RRVABHA4Z
Positive,Positive, A2RDBPMD5CE869
Positive,Negative, AAK3KR3LMQ0RZ
Positive,Positive, A28MQI1PWRO4RM
Negative,Neutral, A2A0RZVPYCO3BN
Positive,Positive, A3L0Q76Y3FY771
Positive,Positive, AUD4GUEN4AVQA
Positive,Positive, A2SCIX8QAJH867
Neutral,Neutral, A2LHYFNLRMH4QN
Negative,Positive, A1HLDBYOUFA5O8
Positive,Positive, A1WD2XA4DDZH3R
Positive,Positive, A2WQNGFBIW2SU9
Positive,Positive, A1H1BDXVIA5TBK
Positive,Positive, A1C7U2JM39BS28
Positive,Positive, A2NKA33CNQZV2Z
Positive,Positive, A2ESK9MUSV3HBQ
Positive,Positive, A1SN1YD8KNILJG
Positive,Positive, A2C0FJVUA7CAET
Negative,Negative, A1K7SU454Z5O61
Positive,Positive, A1YYV6SXSM0H7G
Positive,Positive, A3PP04QSE7ZZ1S
Negative,Negative, A3LN1MP73J6HNF
Positive,Positive, A30721XTUTOB39
Neutral,Positive, A1U09Q4OP6XIK6
Positive,Positive, AGOUSFY76HI6N
Positive,Positive, A325X2GJDIBPOI
Positive,Positive, A1L70KM767JXSR
Positive,Positive, A2PE2NR2KKHHMN
Positive,Positive, A2PPGVKJ8I9D11
Positive,Positive, A1G99WF5QDDKX
Positive,Positive, A4UWWIYC9R86N
Positive,Positive, A2XVQRDBXJXPQW
Positive,Positive, AIBMCOVT9SPSK
Positive,Positive, A1M3NUG4CQ3OLP
Positive,Positive, A3ID4LO45BJVBZ
Positive,Positive, A2QMNWRQENJ1AP
Positive,Positive, A3GSBSC4T7Z1HC
Positive,Positive, A2NSDIYVR100HY
Positive,Positive, A3APVUGVRJ7UOT
Negative,Positive, A2OUY6ZWRLSMVR
Positive,Positive, A2AUPI3WIR7780
Positive,Positive, AVEYHFMAXR0SO
Neutral,Positive, A16EFCY1TILIBO
Positive,Positive, A2KT4Z0NCLYSJ9
Negative,Negative, A1MLOKMZ1A5E3D
Positive,Positive, A3E1LGBJ8XHL6R
Positive,Positive, A2HGFPC1Y9VLZ7
Positive,Positive, ALFQQOR7SW66B
Neutral,Positive, A3SFI0SLCMP0KX
Positive,Positive, A1RIN4EJM3W4KK
Positive,Positive, A25NZFFL6DAGAM
Positive,Positive, A31S7BUH1EJKBS
Negative,Negative, AVPTW6Y3P8SQG
Positive,Positive, AG05BT5GLNYLZ
Positive,Positive, AZLE2XFH3JUNG
Positive,Positive, A30UMYYOS908IH
Positive,Positive, A3RBR2SLV10OJK
Negative,Negative, A3ITXN16L1KXXY
Positive,Positive, A24M5TXD833J7H
Positive,Positive, A1AKHFY83NEUI
Positive,Positive, A2KFKS2SL7CMS3
Positive,Positive, A3TS38212AJQZH
Positive,Positive, A3WJNBWFGKH4W
Positive,Positive, A36W3D8VZW1C6W
Positive,Positive, AEJN7D7O27MEB
Negative,Negative, A1OW473DUCZLCW
Positive,Positive, ALMUUWXBA48H8
Positive,Neutral, A7GT9C0TR6BAT
Positive,Positive, A356L7Q2WK6E8G
Positive,Positive, A38ABPFMV8AU0G
Positive,Positive, A3TL442RISETFM
Positive,Positive, A3LHZ73NZEYB21
Positive,Positive, A22BFAEZWVOPCN
Positive,Positive, ARVVOYGQALUSV
Positive,Positive, A2IVB24YM9VMLU
Positive,Positive, ARU5XV72LBMAL
Positive,Positive, A2W5WFVQN3D9J0
Positive,Positive, A3AZ4131TK60ML
Positive,Positive, A22003QZO0ANK8
Negative,Neutral, A2E0TSUB8TSF7J
Positive,Positive, A2IMDFW8VDKAGY
Negative,Negative, AL3XH7RNN03IQ
Positive,Positive, A2Y9OU04R98JA5
Positive,Positive, A3IWWB2U20CJRN
Positive,Positive, A12NUH2TVN8MI5
Positive,Positive, A1MXPG50WVRWRG
Positive,Positive, A1K0FVATRJ69ES
Positive,Positive, A65EERNY0VRWU
Positive,Positive, AD8S6TR302KWY
Negative,Negative, A3M8XPMYE3M9WJ
Positive,Positive, A32FXWE3QW4TRC
Positive,Positive, AD64PMSG5QN9T
Neutral,Positive, A3DXUMMU5ZLDXM
Negative,Negative, A060829128ICJA0NFDK51
Positive,Positive, A298L4RTYBBQN
Positive,Positive, A3561P0P3FYFDR
Positive,Positive, A3MQ3P2FU4NUXM
Positive,Positive, A31O6BZR04NIBB
Positive,Positive, A2JN0WGG7FH75K
Positive,Positive, A3IZYINOGWMHJU
Positive,Positive, A130300MU92WGK
Positive,Positive, A3S3WOYQFLMRAC
Positive,Positive, A6PSZATJSYF6X
Positive,Positive, A2ID8M8KG14QC
Neutral,Positive, A24S7KQNETKYDU
Positive,Positive, AIK4XLEHLZ1TJ
Negative,Positive, AC7PR1UXVCRFE
Positive,Positive, A2GN18WP0SDK44
Positive,Positive, A1ZSMZQUQEIFP7
Positive,Positive, A2XH9TINWOC469
Neutral,Positive, A3BKDYJ1KH7POF
Neutral,Neutral, A3NGQ5O9836LHT
Positive,Positive, A7N8D0GE1M31D
Positive,Positive, A78AQA96UMRIP
Positive,Positive, A2T4WKOKOJO355
Positive,Positive, AP90IUYCU4LPS
Positive,Positive, A4HQ3QFS08GEV
Positive,Positive, A3RN3NSYWUOE6X
Positive,Positive, AGORBJ9TB8LMT
Positive,Positive, A1DBRWBW8BVCO3
Positive,Positive, A8UD71RGWO736
Positive,Positive, A30F7CD0UT4FZM
Positive,Positive, A1N5X9F096SX7F
Positive,Positive, A3O08QAUEB6TQ6
Positive,Positive, A2WRX1JOHV2YK1
Positive,Positive, A2EVPUF53RGZ7F
Positive,Positive, N/A
Positive,Positive, A9AFUC2I7F61S
Positive,Positive, A1MQB6168HF58P
Positive,Positive, A2N40C41OE0HOW
Negative,Negative, AAQLQFGG6AG8R
Negative,Neutral, A2YYQC1N8JESDK
Positive,Positive, A7ZXE7OZBGP4T
Positive,Positive, A1PI8VBCXXSGC7
Neutral,Neutral, A2PYXG0RWSB43O
Positive,Positive, A2AJGJ8HIFKQYW
Positive,Positive, A23GN7U29J6AUD
Negative,Negative, A3F92R4C52YYLP
Positive,Positive, A23W0SJ22G5WW1
Positive,Positive, A1E2H95WZ1KP1J
Positive,Positive, A337V31EGCU4R6
Positive,Positive, AMW27LUBBR5GN
Positive,Neutral, A2AKBJX73A8B2T
Positive,Positive, A2065HBMYDXJ1S
Positive,Positive, A2IMUSUYF20EPV
Positive,Positive, A1YQYPNB3YT3B8
Neutral,Negative, A3BJR175UJCW4W
Positive,Positive, AED1LTT7BPFMV
Positive,Positive, A201AKFM4YUS8S
Positive,Positive, A1VRR3TDUUI11Q
Positive,Positive, A2T6B3CVV1NM2L
Positive,Positive, A2TI945ZY9STGV
Positive,Positive, A3B53CAZLEI7ZR
Positive,Positive, A1EGPBQFPQCI9J
Positive,Positive, A12XTU9TTHUHXR
Positive,Positive, A16P5Y7DMSSAMU
Positive,Positive, A1N7NA1MQD33NW
Positive,Positive, A3M9STZWDCRAMG
Positive,Positive, A2WYKMSC1I3MST
Positive,Positive, A1YAHYHT8QBUBR
Positive,Positive, A3O5XT1DUA2US
Positive,Positive, A2JTW7HD6OVDR6
Negative,Positive, A1VC9RXOIP6OVW
Positive,Positive, A1MAO1CH7811D0
Positive,Positive, A3V7EZ9JRGO200
Positive,Positive, A21OUC0G08EM6I
Positive,Positive, AT1688J9VZE8N
Negative,Positive, A3DM8GBLL9B95D
Positive,Positive, AX55REU5X8QAT
Positive,Positive, AZN1LQ1RHL1O1
Positive,Positive, A1AN8J14RAS4R
Positive,Positive, A2UDCRAG27H46B
Positive,Positive, A21LCZWS3N217I
Positive,Positive, A1AAS8CXKBGRMV
Positive,Positive, A27UJ020JG54G1
Neutral,Positive, A2Q0MT40VGEWVF
Negative,Negative, AXVD9HKQW731R
Neutral,Positive, AQNR8GTQFRZ98
Positive,Positive, A12KLEOIB9EN9V
Positive,Positive, A39BH9VTU9ARP0
Positive,Positive, A27778NJKWUAHF
Neutral,Negative, A9PT136VE8M6L
Positive,Positive, AFS0ZXZN1DF5H
Positive,Positive, A3DNK1OZ4KKKXR
Positive,Positive, A3HM6PYSMXEOE8
Positive,Positive, A1WKIJ0YA8529U
Positive,Positive, A22GDD8RRV6D89
Positive,Positive, A1N25DDAT18HQL
Positive,Positive, A3AL51ICHF8JWN
Neutral,Positive, A1UJIFXCN4JQG
Positive,Positive, A2NFBC7339Z9B6
Positive,Positive, A1IZYEEW0V55DC
Positive,Positive, A19PJ6P3U1LU07
Positive,Positive, A288HNYX6DTTQ8
Negative,Negative, APIAR1BC2FTFE
Positive,Positive, A2R52STS7M99DV
Positive,Positive, AGL1I587KJM99
Positive,Positive, A5J4PVSJBK74E
Positive,Positive, A2GKW4DSQVQZSE
Positive,Positive, A9V5AWVI64MNS
Negative,Negative, ABWMCND8RZRS6
Positive,Positive, AEG077ODL6L0M
Positive,Positive, A9MOGZK59YRPU
Positive,Positive, A1C6A1H3NP6Z6J
Positive,Positive, A7HCJT695K5QZ
Positive,Positive, ADPBS93M3YPYR
Positive,Positive, AQIWANTVVZUR1
Positive,Positive, A1ILLK6HDS1BUW
Positive,Positive, ASW8UGIJ7JZJY
Positive,Positive, AIKA32WEBQDP6
Positive,Positive, AJFZNGNDG9QTH
Neutral,Neutral, AM5HS8Z4O1DL3
Positive,Positive, A3JNKUPA9EJ635
Neutral,Positive, A3ET3GTG4L8MCJ
Positive,Positive, A195PJCYFD7XA2
Positive,Positive, AGU5O5VDX3ZVJ
Negative,Negative, A29110DPAHI0T4
Positive,Positive, A1RPUH3JJXHYGT
Negative,Negative, A3LNNQ8N43QEZN
Positive,Positive, A37JWNVGIYI0P9
Positive,Positive, A3046GZ5ZK57KI
Positive,Positive, A3MKKGOWIJ3JJA
Positive,Neutral, A1K4LT5HIGUUBG
Positive,Positive, A36B2LOKKZH4NK
Positive,Positive, ABXD6KIEU9EEY
Negative,Negative, A34CN7UXGMP3OH
Positive,Positive, AKCAJSYJ1VI7J
Positive,Positive, A2MY9XCWQKM906
Positive,Positive, A1YYBZI8NOLACA
Positive,Positive, A18S77H9IPA1Y4
Negative,Negative, A5N1K87RDYTY7
Negative,Negative, ATLB8IIT21ZXR
Positive,Positive, AYLUZSAD03E1L
Positive,Positive, A1CXY0E9HHQ5K0
Positive,Positive, A2GO2FUNF9RFLL
Positive,Positive, A1DZBJ97M1YP7X
Positive,Positive, A26WPY3MW45M8Q
Positive,Positive, A1QSM89MMWWAY0
Neutral,Positive, AY2GA2AZNAUJ
Positive,Positive, A1YAW5S5W4ET4P
Positive,Positive, AIZT6HXQ8AMCY
Positive,Positive, A2QFOMNMFUVEOG
Positive,Positive, A1JQ74BUMJFI31
Positive,Positive, ASRRFKITQYTY1
Positive,Positive, ANSHIGDBACXXD
Positive,Positive, AA3NT3PI8XTJK
Positive,Positive, A7SK91SE8UZE6
Neutral,Positive, A3IXJ2YPQ18QC
Positive,Positive, A134DY511IB8L4
Positive,Positive, A3BFKX0KZ5A9SS
Positive,Positive, A1ELN5IE3SNA1
Neutral,Positive, A1V2KMHVABZCUV
Positive,Positive, AO8VZ9RT2LB5A
Neutral,Neutral, AHWJTAMLHH6MG
Positive,Positive, A116G2V3AKN9EH
Positive,Positive, AJ7SDZPIHPSH9
Negative,Negative, A32I2K2FX91H3M
Positive,Positive, ATQ8OV5FKM9V9
Positive,Positive, A2VI5CIOWNL4RE
Positive,Positive, A2HBLY0BLDGQ0F
Positive,Positive, A1XW46P6ZXY1L
Positive,Positive, A9BCDIG7VVSW4
Positive,Positive, A3UC6XQ72PN9I7
Positive,Positive, AXA0H30103XBN
Negative,Negative, A19VUSVOKJJ6JC
Positive,Positive, A85C9OA2YYQGL
Positive,Positive, A2HGBCDQHR0LNZ
Positive,Positive, N/A
Positive,Positive, A3BZJ7IT5RY0ZD
Positive,Positive, A7ZMUPGWQ7PWT
Positive,Positive, A31LWRM4XR7I8T
Negative,Negative, A1RZMKEOLP4NRR
Negative,Positive, AZ6QZXKBBE8T5
Positive,Positive, A1AKVZJXJZOYDD
Positive,Positive, ATILPHU1HLOBY
Positive,Positive, N/A
Positive,Positive, A27CKQIH6DVRTT
Positive,Positive, AKNKNOKKFA29X
Positive,Positive, A99X5N0MBI7AX
Negative,Negative, A3IZCUQ20PGPWD
Neutral,Negative, A1ETPJRDISL38R
Positive,Positive, AV6ZDZ63Z0MD0
Positive,Positive, A1DC8K89FDLHED
Positive,Positive, A39576JQ02UY5W
Positive,Positive, AVJEAR0O7YXFR
Neutral,Positive, ALIORTOSK5OVM
Positive,Positive, A2TZ2EMWFUY0QY
Positive,Positive, A13ZY42580IJBM
Positive,Positive, A3EU39N5X2MWQM
Positive,Positive, A2T8UOF3OQVFM0
Positive,Positive, ANIQGB0CDDWUD
Positive,Positive, A2US68WPYTIB68
Neutral,Positive, A28OTW62997ZE5
Positive,Positive, A3SV8NN1S574Z3
Neutral,Neutral, A2ZOC5ES39BPS3
Positive,Positive, A52RNRXTTT1SQ
Positive,Positive, A3K5C0PECXWT4M
Positive,Positive, A3TYR1ALBZ2EU9
Positive,Neutral, AK2P2IG2PTQ5O
Positive,Positive, A1NT5ZE7EINHQG
Positive,Neutral, ACJQUCAE5JQSP
Positive,Positive, A1GUB01UUK9NKD
Neutral,Neutral, A18CUR189FVZVO
Positive,Positive, A269I61I2FZEQ9
Positive,Positive, A2VQ5NDTRML587
Positive,Positive, A2APXRMDBNP99O
Positive,Positive, A3N1X7CRZSN46P
Negative,Positive, A2JWQZZF30UFUU
Positive,Positive, A26P50O3BMGO6I
Positive,Positive, A17GUVUOW281WP
Positive,Positive, A3I6DP8T896C7F
Positive,Negative, AP5R3OG5ZKT13
Positive,Positive, AR4N9QJ67IG2I
Positive,Positive, A2J4XMWKR8PPD0
Positive,Positive, A3JN46UQRF19NC
Positive,Positive, A2HVPQXXW5GNHQ
Negative,Positive, A1BPTQHP1FCXJJ
Positive,Positive, A2C9D1WTAKJV6X
Positive,Positive, A1TVZI1FQUQ34Y
Positive,Positive, A1OC0QWUHKC3D5
Positive,Positive, A318HZ81D13Y1G
Positive,Positive, A155FYQRJ6AOVN
Positive,Positive, A20WAZB8PQMXIR
Positive,Positive, A1NGPNIJFYQUKJ
Positive,Positive, A1XTG8SN8PXZWY
Positive,Positive, AILB7IUHPUZQ0
Positive,Positive, A33WVU65ASM28D
Positive,Positive, A3H8SU4BA65UL3
Positive,Positive, AVMV76R3OU1S9
Positive,Positive, AV03Z7563U6SV
Positive,Positive, A5HZ6B6VUFZNJ
Positive,Positive, A6S4F0B0G4824
Positive,Positive, A30A2D5U0J5QE2
Negative,Negative, AIEHW4FPPC363
Positive,Positive, A2EL6ACP1UFHRH
Positive,Positive, A2P5SMHLXMIUVB
Positive,Positive, AML6OV5HSK2PH
Neutral,Positive, A3DTZTXDHK08EF
Negative,Positive, AI4W3UJ2TJKR6
Positive,Positive, A2CXK8L6F1K10V
Positive,Positive, A20X7GG5DY1J4R
Positive,Positive, A9WMZDHBT9B5E
Positive,Positive, A2128Q3HYNGUK2
Positive,Positive, A2MIW5SPR5TSPD
Positive,Positive, ATK2Q9ILLD1ZH
Positive,Positive, A3H5SYE891C74Z
Neutral,Neutral, A1RQTV3QRDCZCV
Positive,Positive, AVNQT5V63P94K
Positive,Positive, A3V6MKK9X3QRZN
Positive,Positive, A1Z8C9WLC8ZDIO
Negative,Positive, ASQ8KNNP3A7FP
Positive,Positive, A1S90TE72BMIED
Positive,Positive, A1DOJEUQP31BFF
Positive,Positive, A3BZJ7IT5RY0ZD
Positive,Positive, N/A
Negative,Negative, A2XQ1T2VI9BJ3D
Positive,Positive, A30WY1WXTZ8TJJ
Positive,Positive, A2X8RL0QLN1MUG
Positive,Positive, A14E8LZ11Z615I
Positive,Positive, AEUOF7U8F6QQJ
Positive,Positive, A1ZHS43Z938X4S
Negative,Negative, AXQ3ARD295NZB
Positive,Positive, A2U1BWIZVGM27J
Positive,Positive, AS10GPMMIZIQ5
Neutral,Neutral, A22HZDVK34ZOKN
Positive,Positive, A1J15LLZBO8NHA
Positive,Positive, A2DXP4NTZDYBMB
Neutral,Neutral, A1R7PTO8LUUEWF
Positive,Positive, A25URIAEQKQI0X
Neutral,Positive, A3PZM3W6WW8MBQ
Negative,Positive, A1302919VAQ3UH
Positive,Positive, AL7T8JT55KYRC
Positive,Positive, A2SQOJAYGBPMLV
Neutral,Positive, AG81NS1R4ZYNI
Positive,Positive, A3IXKIOGLVPROA
Neutral,Positive, A3ZADZCCLAN6B
Neutral,Neutral, A1I8AM93RUWZF5
Negative,Negative, ASVLHRQUKMQLE
Positive,Positive, A1P6XRKZZ3WFNG
Positive,Positive, A9SSK7IBR6CXN
Positive,Positive, A34NNEF8QXKLJO
Neutral,Negative, N/A
Positive,Positive, A1DEL7PRXK5OJM
Positive,Positive, N/A
Positive,Positive, A3B6R1HO81B3KX
Positive,Positive, AQDWAFVPFGK8U
Positive,Positive, A1DL8TP9MVPBMA
Positive,Positive, A24P72WGOPUE2W
Positive,Neutral, A36T2OVOQDDM33
Positive,Positive, AHI15DQKQ567O
Positive,Positive, A38YWPYVJZ5SSN
Negative,Neutral, A2WKBOVMBAVQU4
Positive,Positive, AT220KE6MKUDI
Neutral,Negative, A27JN6YTEO133L
Positive,Positive, A22Z8JKXMCO8O1
Positive,Positive, N/A
Positive,Positive, AIOI90C5K30M8
Positive,Positive, AJXDO02G0Q2LJ
Positive,Positive, A127NYPMASKWFS
Positive,Positive, A2EIMXUAYQV9CJ
Positive,Positive, A2FL0DQARCRUMT
Positive,Positive, A2KDZZS03JIKKP
Positive,Positive, A2POY2LLD1IXIW
Positive,Positive, A3IY0NORL2GO3R
