Actual_Result,Result,id
Positive,Positive, A9DTGIXYCXFS2
Positive,Positive, A184W3RCNZGM4
Positive,Positive, AG05BT5GLNYLZ
Positive,Positive, A14D0XJYO0K99F
Positive,Positive, ATIFIBDLC66NS
Positive,Positive, A2AS90DPWN2LMY
Positive,Positive, A334K8RSFZRTPB
Positive,Positive, A2BHG7BDNOFM8Z
Positive,Positive, A1SQNPHVUHIVFT
Positive,Positive, A2RTXDKHUJRYC7
Positive,Positive, A317VGSY5F3LKD
Positive,Neutral, A31T3MTDW61HFN
Positive,Positive, A2VJXKQBL8PGJT
Positive,Positive, AKHGJNOTY28QQ
Positive,Positive, A1C0H63DHIT1FS
Positive,Positive, AFA3JLG7467LR
Positive,Positive, A2J92C3H4XRER9
Positive,Positive, A3RYL476GHW9K0
Neutral,Neutral, A3R7Q5LTMSQ2II
Positive,Positive, A3LSE70H7TUG4O
Positive,Positive, A2BJGRVTQRPSVF
Positive,Positive, A2JNEH4T7YV0ZV
Positive,Positive, A2I27S48Y59RH0
Positive,Positive, A60E8FTIA3XW8
Positive,Positive, A2MC1CM7U802TG
Positive,Positive, A2981L9DIXIBS4
Positive,Positive, A2JCAXFMVKB9WJ
Negative,Negative, A2VINA3JN20IAT
Positive,Positive, A2QOJXXGSC1MK8
Positive,Positive, A1ARM3BAE1DW45
Positive,Positive, A2C0FJVUA7CAET
Negative,Positive, A3CFI3JFAGFZGS
Positive,Positive, A19I6H2WEMPNEL
Positive,Positive, A1GEODF32JWRBK
Positive,Positive, A33GCF1YTH56CN
Positive,Positive, A34ELPPF1CMYEO
Neutral,Positive, AEEK6V0QYCL3
Positive,Positive, A29S285MUE8JUP
Positive,Positive, A1XDYYCNF0TVIS
Positive,Positive, A101RCO4XM2538
Positive,Positive, A3F7KXFZP3TCYD
Positive,Positive, A2FPP9MNT63E10
Positive,Positive, A19O6YOTI80JXB
Positive,Positive, A1ANSH9GEAPU1G
Positive,Positive, A2Q312GRF67F6N
Positive,Positive, AGHY7YIR83R3V
Positive,Positive, ANGDWE7YP887M
Positive,Positive, A1RR9DLWX88QL9
Positive,Positive, A3KA0BUBOYGVS9
Negative,Positive, A365SJAHGU949D
Positive,Positive, AEG077ODL6L0M
Positive,Positive, A1UI5BJ2YTCYR6
Negative,Negative, A1RSU99RFOLX8K
Positive,Positive, A1I13I4OYI1W8D
Positive,Positive, A2032YC2PRGNSR
Positive,Positive, A2DFU4G3AWDI07
Positive,Positive, A114W5A6ZOP3BT
Positive,Positive, A3LZ41UAOTSZKT
Positive,Positive, A2RJDA5SQPCPH
Negative,Positive, A19QNKPK58PAU5
Positive,Positive, A3Q7XOX41UQGR8
Neutral,Neutral, A2CU3LCWBNZX10
Neutral,Positive, A3JGCTQT4H9TSS
Positive,Positive, A1WI9I36A4HC4E
Positive,Positive, A3CKKCTO83163O
Positive,Positive, A30YP2QTFCK4ZT
Negative,Positive, A3AGB06YAIE1NS
Positive,Neutral, AJN6DLCD7QTFP
Negative,Negative, A2F93YYMS560FG
Positive,Positive, A1W4MHOLXZLRRI
Negative,Neutral, A2BFT3YBQGBIPE
Positive,Positive, AOOE99FXNUG4C
Positive,Positive, A2TXCP9KN2MLUW
Positive,Positive, A1ODOGXEYECQQ8
Positive,Positive, A2NWHE8VIMUM5F
Neutral,Negative, A1Q2N2MQDYS0KG
Positive,Positive, A130300MU92WGK
Positive,Positive, A23GBH7IJZD6HK
Positive,Positive, A1ZDP5PMM6RTSO
Positive,Positive, A25KYYZZ5NGHO8
Positive,Positive, AJRO1FQTDK5GS
Negative,Positive, AMGPFDKY8WLA9
Positive,Positive, A2W2UQUXSODHB6
Positive,Positive, A26DIUCQFP1OMV
Positive,Positive, A3CRJ3I2IBTWWL
Positive,Positive, A37XNK5S6Z5ZCR
Positive,Positive, A1XLAEL89SVPLS
Positive,Positive, AAZ9T1SCH558X
Positive,Positive, A1HNT6PDWWN35X
Positive,Positive, A1BO59JIOSXMEL
Positive,Positive, A1IG6IV5HAZ6U9
Positive,Positive, AHNVIVY5FZRK1
Positive,Negative, A3Q6JDOBCYVDZO
Positive,Positive, A327CW5MYIZ9JU
Positive,Positive, A1PV0R12EO02RO
Positive,Positive, A2EWZHVUWE0QIV
Neutral,Neutral, A36Z2WORF8Y6WX
Positive,Positive, AQ1SZFM9C04R3
Positive,Positive, A11X7V82AGKJB9
Positive,Positive, A1NRU5DU7NKL8W
Positive,Positive, ACBTRDBXC322U
Positive,Positive, ADVMGIFBSXSV8
Positive,Positive, AZMLS6UQ5UR6I
Positive,Positive, A22H7KHNO2I2E3
Positive,Positive, A1B7O88JBR3NU
Positive,Positive, A31A50KVKQK3RF
Positive,Positive, A3EL7AHFH9YZMC
Positive,Positive, A3CJR7BIU1PP4I
Positive,Positive, A5BPSR00UHH7C
Positive,Positive, A1A51R196I1NQN
Positive,Negative, A1WEL1BBPQ53O3
Positive,Positive, A1YN9GY44ZM7FC
Negative,Positive, A12F9FOH8RQ884
Positive,Positive, A1XZF87MRCB8QP
Positive,Positive, A2SEAYDEO63KPU
Positive,Positive, A3JA2GJVP0P4V
Positive,Positive, AL0CNY2DIL12S
Negative,Negative, AW1NV7OL3PKSN
Negative,Negative, A35IV9QSIE54Y6
Positive,Positive, A1G873APJGAWPG
Positive,Positive, A2SLNXURAB68QP
Positive,Positive, AG0W2WNFYRX1Y
Positive,Positive, A2KYJB24U2048H
Positive,Positive, A1VNLC3EV3LP84
Positive,Positive, A37VPS859TX1US
Neutral,Positive, AMABIV5DPCDF2
Positive,Positive, A13C4IURY5VVZA
Positive,Positive, A3AEZGII1GOLLV
Positive,Positive, A3T6NY5ZXEEUTG
Positive,Positive, A3V1JHRWLS1YLT
Positive,Positive, A9HYYVUHOO3JY
Positive,Positive, A3C4ON4P7G5DIG
Positive,Positive, A2EMA288N39KB1
Negative,Negative, A1UZ34QH9EYN5P
Positive,Positive, A14II0UWVO6ZHY
Positive,Positive, A2GDPDAQ2RJW0G
Positive,Positive, A3PP83CIN2M03R
Positive,Positive, ACU0R8INFYU4R
Positive,Positive, A3UUCEIUSP8UXE
Positive,Positive, A1HWV1WPEYNFZL
Positive,Positive, A1XS49F2ZBMY3W
Positive,Positive, AEW7M2KBMPJLM
Positive,Positive, A3PZO7GVT3DDF5
Positive,Positive, A2WTXDDLTOOQ1E
Positive,Positive, A2WRSB9KF2ZXNV
Positive,Positive, A36GYTMITL914P
Positive,Positive, A29MKYXT1HLJED
Positive,Positive, A2UDIMKC1TT23L
Positive,Positive, A15GKD698949IB
Positive,Positive, A2KQRUKXGEIPJ8
Neutral,Negative, A1G2B42MLV2P2M
Positive,Positive, APDNFC5QSGSWF
Positive,Positive, A7B239H3EUA04
Positive,Positive, ABSWMKSO77JJE
Neutral,Positive, A3V3MTZUGYQB90
Neutral,Negative, A284P91ONZKR01
Positive,Positive, A2Q10BGLP30YNZ
Positive,Positive, A3RL7YXSM1OAF8
Negative,Positive, A2THVEP7OOCJ42
Neutral,Neutral, A3TXZ39RPXLTMW
Positive,Positive, A2OSGO585O2FJ3
Positive,Positive, A2SQJPUCZNHMZE
Positive,Positive, A3J9FIU7U77DW0
Negative,Positive, A3KN6E3NFBEM8L
Positive,Positive, A3BJ0OKJOJR0XJ
Positive,Positive, A62C0RTRASRW3
Positive,Positive, A1F4WMYZFDOGVL
Positive,Positive, A106ZXXWMNFN3L
Positive,Positive, A3HBLT44POAVBA
Positive,Positive, A3DZQLX4DJE9BE
Negative,Negative, A1Q3W2FX8LKH19
Positive,Positive, A1Z0542JBN8QPQ
Positive,Positive, A32B0C8UFHBCCH
Positive,Positive, A7VGW8C87PPUM
Negative,Positive, A1A5ZHL0FXK69O
Positive,Positive, AY7TAFU06CRZI
Positive,Positive, A3JCB96CC1C42S
Positive,Positive, A39NYF00CMJ1K5
Positive,Positive, APQ25BK270TMC
Positive,Positive, A1OMDT3K8ANQ2J
Positive,Positive, A1UAHF7K3Q2WZN
Positive,Negative, A2NLVRNV266PDE
Positive,Positive, A2MUGMVYC8QR0U
Positive,Positive, A127F7JRHTDM0D
Positive,Positive, A29ZB2I9ZULVA6
Positive,Positive, A3AX8WA8CT53CF
Positive,Positive, A13ZXIG5HZXJO3
Positive,Positive, AZL5LJWJM5MNI
Negative,Negative, ADGMNOYUSAG0T
Neutral,Negative, A1RV7THNG30CV3
Positive,Positive, ALC8EJHRWBZ07
Negative,Positive, AL89N0UCD9B5
Negative,Negative, A3MIDQW0TKV95Z
Positive,Positive, A2PY8ZY2L1YQMX
Positive,Positive, A282L2KS5XKH9S
Positive,Neutral, A3FBK4ZSQQRP5U
Positive,Positive, A2BBPMMOB0IGUK
Positive,Positive, A3G1U5G1C7QTS8
Positive,Positive, A3RJJ3PYHUOMZ3
Positive,Positive, A2RSH3LCUGH4Q1
Positive,Positive, A17CCDOJVIHAAJ
Positive,Positive, AQIWANTVVZUR1
Negative,Negative, A3RH62V3Y4DFLR
Positive,Positive, AWN0MUFPFU8DI
Positive,Positive, AI88TZ7MS03B6
Positive,Positive, A2XOHV9VGIX18P
Positive,Positive, A2VKN6OA6ZW223
Positive,Positive, A19JTNN6JMIHSR
Positive,Positive, A16FTWVSLOAA74
Positive,Positive, AZ1QHADW62ZUU
Positive,Positive, A2TUQCOYVKU7JO
Positive,Positive, A277VH9ECAB2I4
Positive,Positive, A1MUNBOAA8RQ1X
Positive,Positive, A3J5VITJAW3LAE
Neutral,Negative, AOT0Q4JQZ3QTT
Positive,Positive, A1VW771BNAENV9
Positive,Positive, A2W4473L04HLW1
Negative,Negative, A3TXSXFTTGVPRU
Positive,Positive, A3BX5B14VB7ICN
Positive,Positive, A2YIO3TS1JJRU5
Positive,Positive, A20XYJLK1XNE1G
Positive,Positive, A1PHHCY7I6LO64
Neutral,Negative, A9PT136VE8M6L
Neutral,Positive, AUCOWMSHLO9YC
Positive,Positive, A28MS0S97Q9U5E
Positive,Positive, A1KJ8QNOSDWWRU
Positive,Positive, A2WI13Z9YL7FBK
Positive,Positive, A1WIT78JFZR24N
Positive,Positive, A2NWTFUOU0YYEI
Positive,Positive, A2X7MV4KDYXA0E
Positive,Positive, ADWP4IJQ5PATO
Positive,Positive, A2DTWYV9DIMBGD
Positive,Positive, A2E5WT7U5V2YHZ
Positive,Positive, N/A
Positive,Positive, A1UGX53S8ZKSGJ
Positive,Positive, ATSR2L4FZVO8Z
Positive,Positive, A479QLJM01R7S
Positive,Positive, A38OFNCB8K6Y4Z
Negative,Negative, A19U1VIUZUE5J1
Positive,Positive, A27MO3U923L2N7
Negative,Neutral, A2MID8HY7E1QJ5
Positive,Positive, A2BT5XUUB8WR5T
Negative,Negative, A1MHXJSJXAKGAU
Positive,Positive, A2ECSNW7IM5EKZ
Neutral,Neutral, A11KNVINRVLRLA
Positive,Positive, A3HXO92ROCLBHP
Positive,Positive, A1X9WXU329RLAC
Positive,Positive, A2OOMLV6BZ7XDE
Positive,Positive, A2ZIYVLKCZIPMP
Negative,Negative, AZVM27SJPO3GL
Neutral,Positive, A2BCJEE33VKH4K
Neutral,Neutral, ARDYKB1PCJJRN
Positive,Negative, A1YGCAYHGNSEH5
Positive,Neutral, A2QS0BF7XB77HS
Positive,Positive, A1XNB9R1OCVCQ6
Positive,Positive, A1T6NICKOSBB3W
Positive,Positive, A39HDU4WKKA5AE
Positive,Neutral, A2L0APFM8S6AWM
Neutral,Neutral, A1DCRF9L9BM5NZ
Positive,Positive, A26CVX8L74IAFS
Positive,Positive, A35ASZ8HQ3KYPP
Positive,Positive, A358ZJXCISVIU0
Positive,Positive, A3SXANYXOWJYMI
Positive,Positive, A11XBOB2ESBOFP
Positive,Positive, A2T4Z1QT8PHFQP
Positive,Positive, A2VORCFCL4PK1E
Positive,Positive, A1NYMOSVAAV2KY
Positive,Positive, A2L0LCY56SKJLZ
Positive,Positive, A3FK08CZGC5J57
Positive,Positive, A2KM1O4MUP3C4W
Neutral,Neutral, A26OLQWKE8P9ZT
Positive,Positive, A3KQMESESQW4G
Positive,Positive, A2Q4CYO0F5ASK9
Positive,Positive, A35VC5WGQ6GPAP
Positive,Positive, AXZVSR68L6EKT
Positive,Positive, A21X1WUFNH9O6A
Positive,Positive, A1CHQ63LZS6T5W
Positive,Positive, A2FKG99KYKTZQO
Positive,Positive, A2OSR52E17T7W5
Neutral,Neutral, A23OQ7AVDPDF7Z
Positive,Positive, A2Q22WSJQCT1IW
Positive,Positive, A2ZLIWPN6JXD68
Positive,Positive, A3S39DV0S1EAYG
Positive,Positive, A1WDSU95X7WMCI
Positive,Positive, A4EF1XNV77YZ0
Positive,Positive, A2EI3H5U94RENN
Positive,Positive, A3TYIUTCC4BF11
Positive,Positive, A2C8AS2V21MQEL
Positive,Positive, A1BGRD1CKOK3MQ
Positive,Positive, AS2XGFBTZ3VJU
Positive,Positive, A6AVTFUZQSQXB
Positive,Positive, A2NBBC6YCPY203
Positive,Positive, A8KRP7RV2YQP6
Positive,Positive, A2FZ0GU6ZBEI55
Positive,Positive, A38HP2COKWW4ZL
Negative,Negative, A2CNZYNLKOLNKJ
Positive,Positive, ALWJWUWNWXUVE
Positive,Positive, A19PTZQ0XBSIG7
Positive,Positive, A2WZ3SUJB4KEMY
Positive,Positive, A3JQF8EJNLIOIS
Positive,Positive, A3BTN14HIZET6Z
Positive,Positive, AKC5N6BSL1GLO
Positive,Positive, A22053R7GU71S7
Positive,Positive, A1SCQYLCP16AK3
Positive,Positive, A1KWCMACHURRC
Positive,Positive, A35IDGYIST7CLI
Positive,Positive, AIM73KEH090J9
Positive,Positive, A6WZVL0SRQAPY
Positive,Positive, A132XTTD5CDSW0
Positive,Positive, AAPV2OHIE05K3
Positive,Positive, A30CB5LCKQXOAE
Neutral,Positive, A4B6PJ51UH5OU
Positive,Positive, A12LX3W1VKX9Z5
Positive,Positive, A3S3FUG1BJ9ZEO
Positive,Positive, A3FLAVO6J08KXP
Positive,Positive, A185TS032SW3ET
Positive,Positive, A2DSU1UD7Z6U6X
Positive,Positive, AE4ED1Z5FVB8W
Positive,Positive, A176ZM97SEMIR4
Positive,Negative, A31PDQQBL8SAV3
Positive,Positive, A2NXZEPODMNRUD
Positive,Positive, AA0RWT5OWMHAL
Positive,Positive, A2Q0BN2PQ5VJIR
Positive,Positive, A1DCRC0E3A08G4
Positive,Positive, A1HEMACUED1RUR
Positive,Positive, A2F0Y8QGIWBNI9
Positive,Positive, A1UZ34QH9EYN5P
Positive,Positive, A1ZBHBVFJNQCEG
Negative,Positive, AA6N258S3JNJU
Neutral,Neutral, A1IIHECF979DOY
Negative,Negative, A64VJX50TEOL3
Neutral,Neutral, AHXFMVA7MV9F8
Neutral,Positive, A33JYSYVQ8GEPY
Positive,Positive, A5VBCBN6Q8QXM
Positive,Positive, AQ3FXXXRF0KKX
Positive,Neutral, A37VY5XCMBU59T
Positive,Positive, A1L2TESFTZCR8V
Positive,Positive, A1DYYV6IFNQJBM
Positive,Positive, A10XS80SACDG52
Positive,Positive, A1SGT44W8VZ2WA
Negative,Negative, A1PMORUFSMJFED
Negative,Negative, A3DUTAOTKB6TCI
Positive,Positive, AECA4RYOCQ037
Positive,Positive, A1FC6I46TD2Q93
Negative,Negative, A16CCU9EOB4M5
Positive,Positive, A2GEEG9EYBTUJ2
Positive,Positive, ATIUAK2M7ODWM
Positive,Positive, A54Z1TYIQPFR8
Positive,Positive, AEE4KJKBYZ6ZI
Positive,Positive, A1NHMU5D8CBK3M
Positive,Positive, A1VW771BNAENV9
Positive,Positive, A390N97LP4961D
Positive,Positive, A20U6O9XVKNT1U
Positive,Positive, A33GGKX65YWWAJ
Positive,Positive, AOCPXTUV3XPMV
Positive,Positive, A1TRFRRVZAAEF5
Positive,Positive, ANHGY6ZV9F6T6
Positive,Positive, A2QC6IF7GH5Z4H
Negative,Negative, A1GTM94MXB0HTW
Positive,Positive, A1YIFRYI5G67IU
Positive,Positive, A3SKJJYY38GO9Y
Positive,Positive, A2QFKKCZBO42KJ
Positive,Positive, ASQN6HRXQBUHV
Positive,Positive, A3N3EY8QXXKXX8
Positive,Positive, A1GGXF2TX4OSL5
Positive,Positive, A25T1ERDRP47FB
Positive,Positive, ATDE9JYCPI0L1
Positive,Positive, A2PO9O16UX8UNR
Positive,Positive, A2RGYK8AJ09TJT
Negative,Negative, A6FGZ7RTKYQH2
Positive,Positive, A2QOJV7TGTIDSU
Positive,Positive, A2CR91A3VQNX2K
Negative,Negative, A2PGTBCY7U2BOK
Negative,Negative, A2L5QVHUPI0Z5T
Negative,Negative, AD1F4KBZPHB5X
Positive,Positive, AK38QC8X3KU5K
Positive,Positive, A1474QDM60DF82
Positive,Positive, A225WT5SEQ8EZ5
Positive,Positive, A156869THM087X
Positive,Positive, ADPNNZHC7OBSO
Positive,Positive, A3G2IIPILVQZN8
Positive,Positive, A3796JLADKK5Z7
Positive,Positive, A22U424PBTPA7I
Positive,Positive, A1HNCNKY00MV81
Positive,Positive, AQPX64G8CCQ4Y
Negative,Negative, A36W5M9ZFMX6L0
Positive,Positive, APETO0D7EOIGW
Positive,Neutral, A38VQQU7NGX47W
Positive,Positive, AC5ND9VE1L9D0
Positive,Positive, AOUJ4EYCOSXVC
Positive,Positive, A1ZL7S90GFB4B9
Positive,Positive, A12OA4FDWT9RPR
Positive,Neutral, A3JGEJ0GPCQA47
Positive,Neutral, A7BQF2Y5QBIC0
Positive,Negative, A376U64YEIUGEB
Positive,Positive, ANP0AOXPBOW8K
Neutral,Negative, AZWSODCT6ZX2V
Positive,Positive, AMVMJ33L1B40X
Neutral,Neutral, A3M0QFPSVIRQ0B
Positive,Positive, A1SL0SCM95VD2P
Positive,Positive, A116F2G2I3DIFY
Positive,Positive, A2G02HPLBEJVO6
Negative,Negative, AV2V216OXI2EP
Positive,Positive, A2RXV9Q1F5EPUE
Positive,Positive, A2OVKYCSYYE5JQ
Positive,Positive, A2AFWJKNY53D5L
Positive,Positive, A2XPXEG3TKXYVP
Positive,Positive, A2P2VOMFQ8SBUY
Positive,Positive, A1GEM9R3GWU9BY
Positive,Positive, A25QS2UQFMKPU7
Positive,Positive, A2Z62ZLLN12XO5
Positive,Positive, A2OIUC513P5GTO
Positive,Positive, A23LNTKPWFGOXN
Positive,Positive, A2FUCIB1LQZM67
Positive,Positive, A1JDXWQ82RVSYC
Positive,Positive, A392P34QSBUICZ
Positive,Positive, AVFEWW3UWVL0T
Positive,Positive, A1YAW5S5W4ET4P
Positive,Positive, A1MYILQ4BRLTS8
Positive,Positive, A2LYGUPJNPMCBE
Positive,Positive, A2MOUT002670O0
Positive,Positive, A1LKCGSPOA4GJZ
Positive,Positive, A3V6MO4N0Y430K
Positive,Negative, A3O6GPD1OA6R68
Positive,Positive, A21TTAWP2OJRCX
Positive,Positive, A25IWG33IM53S0
Positive,Positive, AS757WXUE8OP3
Positive,Positive, A20JWM69IG510N
Negative,Positive, A35VO9UOYXBTO9
Neutral,Negative, A36THD15FYRJX9
Positive,Positive, ACGZS6FVHN7WD
Positive,Positive, A11A7XXU26O7O1
Positive,Positive, A26SO74LSH7XU7
Positive,Positive, A1WAG9HXRA9XHS
Positive,Positive, A1ILS3MVXOTSBQ
Positive,Positive, A12LGYYGU4GJJH
Neutral,Neutral, AD4T4EDVMDOBN
Positive,Positive, A3V6MKK9X3QRZN
Neutral,Negative, A196T6HPNBJ48K
Positive,Positive, A3H0GS5MOAQZXB
Negative,Negative, A192TP11U7AO4M
Positive,Positive, ASDBPQRIPKHCH
Positive,Positive, A1HEWJWROAD4NI
Positive,Positive, A5OV86O7Q5D88
Positive,Positive, AWXW7Y88IRK8G
Negative,Negative, A19VEWQ5JWBPE5
Positive,Positive, A6CJMULGEEM5F
Positive,Positive, A3LKW806DOB54H
Positive,Positive, A1R6ZG5OS3WUMB
Negative,Negative, A3HETHSH3RK6NJ
Positive,Positive, A2GFWV0WWWVUMP
Neutral,Negative, A2P7FX9TI4OCIM
Positive,Positive, A2SRUW0OOOCKW6
Positive,Positive, A25F72L3GQ1Y4N
Positive,Positive, A1IY63QH5Y5C8F
Positive,Positive, A20Z8RZ32IZQPV
Positive,Positive, A1TTXPWPUHB1YE
Negative,Negative, A2T46GH54ECVA0
Positive,Positive, A1Z3O5S6Q0SKV9
Positive,Positive, A1AVUU5H6V24WD
Positive,Positive, AE0BB0BWPXNFE
Positive,Negative, A2RZT4DRZGU83E
Positive,Positive, A3EXUI3SRV16S6
Positive,Positive, A3BXIPAPSM53NS
Positive,Negative, A2ANUJNE36P9W0
Positive,Positive, A34DGRY7CQAF72
Positive,Positive, A3HIDCZOYWOYW9
Positive,Positive, A2QJMJRPXVC339
Positive,Positive, A3TOEAY6GI6E12
Positive,Positive, AFP1KB8S73VEH
Negative,Neutral, A1UNN1EODHRC3D
Positive,Neutral, N/A
Positive,Positive, A2N8K9510IEYRO
Positive,Positive, A23EHOXZIB5ZD
Positive,Positive, A26ZCCW27MR8IS
Positive,Positive, A3IY5713RUYMXU
Positive,Positive, A19EDWXBQ4DBS2
Positive,Positive, A4UPXIC20L5DE
Negative,Negative, A16EDY8CZ3UH6M
Positive,Positive, AG8DPYVTLT2C2
Positive,Positive, A1K0L28HSA00T4
Positive,Positive, AWOKTLHUV1TAP
Positive,Positive, A36O5R0C7QGID3
Positive,Positive, ASZ8MV5HPIROA
Positive,Positive, A13VEC2XOEAMR7
Neutral,Neutral, A3IW8NTQZI8EJR
Negative,Negative, AUGTRRFKPMZNW
Positive,Positive, A7C2B0D6HYR3L
Positive,Positive, A3IVUCXKNMAX8U
Negative,Negative, A358KT45J4W6N6
Positive,Positive, A22NE96VVS6WXT
Positive,Positive, A3EPAXTO9HONW3
Positive,Positive, A2TVZLPRMB2S9D
Positive,Positive, A2NMMPNYBXVNPE
Neutral,Neutral, A345QW0BDH3AMO
Positive,Positive, AGORBJ9TB8LMT
Positive,Positive, A1RGI0KVX8W1LS
Positive,Positive, A2AOTYGU0YE17W
Positive,Positive, A333UXNQ3YMWLP
Negative,Neutral, A2VHPTWJ3G5AEL
Positive,Positive, AOY0GPYQBJP4C
Negative,Negative, A4JT8EF9DYCKO
Positive,Positive, AMWNC2LPYT4AD
Positive,Positive, A18U25BE6O8VNL
Positive,Positive, A8OGVQ3WB3RWP
Positive,Positive, A1HOXKR7OKJ1X1
Positive,Positive, A1AALGHGP0SKHJ
Positive,Positive, AXFNY22D9PETT
Positive,Positive, A3AAPSOG3YHUTZ
Neutral,Neutral, A208FDL1WB76Y8
Positive,Positive, A3F51LTI47RLBS
Positive,Positive, A29QWC1962QFV4
Positive,Positive, A67R0CD5GCQWZ
Positive,Positive, A2DY47GWX4RB67
Positive,Positive, A1B2AX9T3Z8NEF
Positive,Positive, A1TD18FF4CC5TD
Positive,Positive, ASLGPZNL2YPM7
Negative,Neutral, AITPVQ9TKUIZT
Positive,Positive, A1ZKWN8JS9HGK5
Positive,Positive, A2V25R5UFZN7JI
Positive,Positive, A12A2CQB42WF4B
Positive,Positive, A36EUIJEJVU2Y9
Negative,Positive, A1XRC9665AGLVP
Negative,Positive, A15BAJVMF2C0F4
Positive,Positive, AX7FP8UMSUEVO
Positive,Positive, A28DH26BBJI4DD
Positive,Positive, A51CZWCPQJ4CJ
Positive,Positive, A1MCV86WMVQ3NC
Positive,Positive, A25576LXW63E4K
Positive,Positive, A2ZAFIWPFIQGC4
Positive,Positive, A12BI3JVLPCWPN
Positive,Positive, AMO3BLX6DQUFZ
Positive,Positive, A1KCRRL0IHXA1Q
Positive,Positive, A3NHUQ33CFH3VM
Negative,Negative, AVPTW6Y3P8SQG
Positive,Positive, A3LNX0NFOWRWLG
Positive,Positive, A3FDSFJENTRVJJ
Positive,Positive, AHXNW2KMHD8PU
Neutral,Positive, A1K3RXSTACF2HI
Positive,Negative, A23UAV9UDB89L1
Positive,Positive, ALS4BJRHNKHC8
Positive,Positive, A32O1X5E6VL709
Negative,Positive, A17U7HRIU8JAWT
Positive,Positive, A1WB0IZ6M0ZJ6E
Positive,Positive, N/A
Positive,Positive, A22Z1SXRN9HGYN
Positive,Positive, ALMSWFGYN9Q6I
Positive,Positive, A3MPMY1CSSXDRF
Positive,Positive, A1TYEK0NVZK5NJ
Positive,Positive, ALR5JCY4OHFY6
Positive,Positive, A3HJOMFRTM5FL2
Positive,Positive, A2TXUFDN8R1M6B
Positive,Positive, AF5XDS1OTYARD
Positive,Positive, A1M8VPFWPBBF55
Neutral,Negative, A373J36P9BCJMH
Positive,Positive, A1Q43XE7KV86WR
Neutral,Positive, A2AKSEHJ1GWBPD
Positive,Positive, AJXDO02G0Q2LJ
Positive,Positive, A33BIHA1VTE4K5
Positive,Positive, ADRTG56IVM3GQ
Negative,Positive, A5200TPOE9LOM
Positive,Positive, A2REAFVRJCOKHQ
Positive,Positive, A2BGQPUYU1O618
Positive,Positive, AQDHYFPX2U3ZM
Positive,Positive, A3S0AVY8WQK1PM
Positive,Negative, A1AN0RJQUHNKF6
Positive,Neutral, A1QD5PMOY7AN7C
Positive,Positive, AY95NIPX9AIC2
Neutral,Positive, A3AGCYPXUZ6YJI
Positive,Positive, A1TJ5LMFXS9CLL
Negative,Negative, A3HLJTH0LKVG50
Positive,Positive, A3QV0O9IDX8LY7
Neutral,Neutral, A1IKK5UDACKBEI
Positive,Positive, A1ANBM6U0KZZV3
Positive,Positive, A1DNS6MB2X5BFB
Positive,Positive, A1TBXV0DKQB0Q2
Negative,Negative, A3N8Q5H2JL1LS1
Positive,Positive, A4JCCN1PUSSNW
Positive,Positive, AY3TOPZRJWZLH
Positive,Positive, AMQWWN5Y9NVP9
Positive,Positive, A2NH03IP4J5NT3
Positive,Positive, A1TQCJYIEEW91S
Positive,Positive, ARVMHX3555I0T
Positive,Positive, A1LPHUT0NWXB8O
Positive,Positive, A1H9QBO177XHXS
Positive,Positive, A3HLLC35N4LKZN
Neutral,Positive, A3V55JY7Z9QJO7
Positive,Positive, AZH9WE7AMA47V
Negative,Positive, AQX5C8ATMF509
Positive,Positive, A1LVMDCVSS96H6
Positive,Positive, AR0C56NIA24VH
Positive,Positive, A9HQL69DRHJ3O
Positive,Positive, A11B2ZRH6P1WZ5
Positive,Positive, A1TD0L7VASPZXA
Positive,Positive, AXPQK2SULB1V
Negative,Neutral, A25ESRWM58WCD1
Positive,Positive, A1BY7CQMKXSLJ2
Positive,Positive, A16XUKEIHE58D8
Positive,Positive, A1P4680RCRLE00
Positive,Positive, A1BRMYO5RYRLNS
Neutral,Positive, A1RH3GG4DTOKIG
Positive,Positive, A276NTIO5U0O9F
Positive,Positive, AL7S1FUDF1EW8
Positive,Positive, A2IS9JUFE6EEBD
Positive,Positive, A1EGZRC5SDN3IV
Positive,Positive, A1VBZFB3W5VNTE
Positive,Positive, A1REURMV15SNQL
Positive,Positive, A20JPIQK5WR214
Negative,Negative, A25G3M46N5BEW2
Positive,Positive, A2YKHFF4OJBH43
Neutral,Neutral, A2JOBUCXKEXYY8
Positive,Positive, AO1ULCY7N4YH0
Positive,Positive, A28UH0ED1NMA5L
Positive,Positive, AAGGOALKP5JRQ
Positive,Positive, A2ROB5AY2IOIS7
Positive,Positive, A3B3QI6QWDZE2N
Positive,Positive, AK6XERUTXLVDH
Positive,Positive, A3KVSXVYTNJQCK
Positive,Positive, A29IRQYSADLSHJ
Positive,Positive, A3TRWFZS1XZVCL
Positive,Positive, A1BIWJHZ0M08PA
Positive,Positive, ANE1YRXMBIQO4
Positive,Positive, A1Z65MLZ6PDB8B
Positive,Positive, A27GT4L2HOBPDG
Positive,Positive, AU2GSU51WKET3
Negative,Positive, A2TU7DGFSFXIYT
Positive,Positive, A3HN8DY0G2HC14
Positive,Positive, A1FH6V5CP22ECC
Positive,Positive, ANMBV29EGG4QW
Negative,Positive, A2X0KSCHXLNH6P
Positive,Positive, A2ICLNV4A46MEK
