Actual_Result,Result,id
Positive,Positive, ATU1B3EOA8HV4
Positive,Positive, A39T6G4VPHBIQI
Positive,Positive, A3BBXHW0GBW905
Positive,Positive, A2D63SHGFMPNK6
Positive,Positive, A1FSW9HU6X2ARV
Positive,Positive, A214X924AC0DXG
Positive,Positive, A1EDESM3027MX5
Positive,Positive, A479QLJM01R7S
Positive,Positive, A2UT9EOOCC9W95
Positive,Positive, A2YX3P4PMGOA4V
Positive,Positive, A3DV4N55ZTZN6X
Positive,Positive, AW46WUGU4XJUP
Positive,Positive, A2YQRDJNWR0OFG
Positive,Positive, A1ZC91MT6UNZ1M
Positive,Positive, A23U3DYA530HRN
Positive,Positive, A1A8ISO6FTMV21
Positive,Positive, A2GDSS15K648Q0
Negative,Positive, A1FFN5YP0ER9JO
Positive,Positive, A2NLMSOQNZUDCQ
Positive,Positive, A2D05KQNJTCSV8
Positive,Positive, A308LE4KCN436W
Positive,Positive, A3N19S3TC02SYU
Neutral,Negative, A31OVFL91BCKXG
Positive,Positive, A2MD7BHISH9UNZ
Negative,Negative, A3DD7L419PK99T
Positive,Positive, A20GIKYR0OT9KY
Positive,Positive, AT220KE6MKUDI
Negative,Negative, A3JKLNE1TEQOYR
Positive,Positive, A3LPU0URTHS8XI
Positive,Positive, A25D6OPSOC73VE
Positive,Positive, A2PEYTXTWYRBJ1
Neutral,Positive, AIAIA2L0HC35S
Positive,Positive, A19WAMRV048504
Positive,Positive, A39387WME3XKYM
Positive,Positive, AMBHJ0YYSJCY2
Positive,Positive, A1S3FCNWBDSVRU
Positive,Positive, A1ASVLDJU3O43B
Positive,Positive, AAN7TJQ2M3NSJ
Negative,Positive, A36QBEMC2OPBBG
Positive,Positive, AXWMO5UBBT6Q2
Positive,Positive, A12KKZOYY997DH
Neutral,Positive, A3QUGZM51EYB9A
Negative,Positive, ATX2DVC68N2E1
Positive,Positive, AORCUS202BOT2
Negative,Positive, A3RWV1DDDO8IPO
Positive,Positive, A2VE595RVP1HHY
Positive,Positive, A2UV7R754QETHO
Positive,Positive, A04887653E3T1FJX5853V
Positive,Positive, ASATN8HY8JWD
Positive,Positive, A1C6G991WZDLMN
Positive,Positive, A3VKO4XHL675C2
Positive,Positive, A3LLLRGP4OOCFI
Positive,Positive, A361LRHU5D20HR
Positive,Positive, A1LOW6U8E3HP3
Positive,Positive, A3H1ONYXNZ5927
Positive,Positive, A1TFVBTIOJUW3X
Positive,Positive, A37L9462M1U2H5
Positive,Positive, A1OE0CRQBYUO5N
Positive,Positive, A1BCHDAHJF0M4
Positive,Positive, A3CISNJT7M0JWG
Negative,Negative, A2TYBS4OMBVN33
Negative,Positive, A28UASITGXIMY2
Positive,Positive, A18TG80IXHX7WD
Positive,Positive, A32XRWMTI3H6GZ
Positive,Neutral, A27SJPFJ79LLBS
Positive,Positive, A208PEB6C6C7WQ
Positive,Positive, ADJZN79M48W7U
Positive,Positive, A36VUKSL2B0NN2
Positive,Positive, A2MVJFHOVKXDTO
Positive,Positive, A1RG27N6PMNKR9
Positive,Positive, A1EE7ZS8LYLPUV
Negative,Positive, A2T1EQF7S58H5G
Positive,Positive, A2E108PZH079RY
Positive,Positive, A2CBLO8W1HTM4E
Positive,Positive, A3CPBLALM1EDKU
Positive,Positive, A110YEER7885JK
Positive,Positive, AZSV7XT5SF7Z
Neutral,Positive, A256W3RR1IMGX7
Positive,Positive, A2SJSP19KAJNBX
Positive,Positive, A2SQIH5BSUZCSH
Positive,Positive, A2S4ZIHHTNKJGA
Positive,Positive, A164678QB04FYJ
Positive,Positive, A38L8YQCIAD7HD
Positive,Positive, A2VXIIOE0XUV5M
Positive,Positive, A34WTKKFKY9KCB
Neutral,Positive, A3QBSIEZH3M1K5
Positive,Positive, A2UNYOD7O1T09S
Negative,Positive, A1AIRPLC19Q0L3
Positive,Positive, A1K3K59K9HVC6O
Positive,Positive, A59KPY7OTDW52
Positive,Positive, A3IPMJJ3O4CKQ6
Positive,Positive, A16NQU2MN427AH
Positive,Positive, A1LX95BNBW1IJC
Positive,Positive, A1IIHDVENZU4CB
Positive,Positive, A39Y3NYIZSEJ60
Positive,Positive, A2G6MTS83KGNS0
Positive,Positive, A352XP5EFXZF2
Positive,Positive, A3UC24QPFKVO1R
Positive,Positive, A3GA6SMUX6KY2P
Positive,Positive, AKLY5VPZT0W46
Negative,Positive, A22TV67YOB3O2B
Positive,Positive, A2A1FWQKGVR2LA
Positive,Positive, A2PBCF6OOAUSSV
Positive,Positive, A6DYWSI0ZMRGB
Positive,Positive, A33QVTKHZVHD0L
Positive,Positive, A7AT3JIFINGHJ
Positive,Positive, A2GNEWMAAB3OQK
Positive,Positive, A2GUIMNLF9M4WR
Neutral,Positive, A2Q1FCKENESIVZ
Positive,Positive, A33NEDMISNWH02
Positive,Positive, A3FG0DH9D0RKPS
Positive,Positive, A1UEJ5D7QBYU06
Positive,Positive, A3HT3ZTPEC05J1
Positive,Positive, AMLJLHHSMGOFU
Positive,Positive, A3AMVMYT1ZKGEW
Positive,Positive, A1XIUNBU0OUONC
Negative,Positive, A2U9NZZAI2NV4Z
Positive,Positive, A3EDHW9I4SRS48
Positive,Positive, A2Z21Z4O65EC1T
Positive,Positive, A3094EPI56GKZ6
Negative,Negative, A2GDVV01V6HE6F
Positive,Positive, A20CA07XJJVB9W
Positive,Positive, A1IY63QH5Y5C8F
Positive,Positive, AGAW1CHBDFMO1
Positive,Positive, A10HN33QOGU1BL
Positive,Positive, A20B699FV7FR8H
Positive,Positive, A1VI1UTSSZ15MS
Positive,Positive, A2OOMLV6BZ7XDE
Positive,Positive, A1PAN2KXEPKVDP
Positive,Positive, A10YOV64YSOJHG
Positive,Positive, A3UWAY3I0HW1JR
Positive,Positive, A2U5VTTPM4UAHX
Neutral,Neutral, A2JMYB6AMTPJ5T
Positive,Positive, A17C68HG411NJP
Neutral,Positive, A26OLQWKE8P9ZT
Neutral,Positive, A2OKBY8D7NCNY9
Positive,Positive, A1QCVP9C5TTC0C
Positive,Positive, A2UJIFI7ITRFDR
Positive,Positive, A3F2TL0UCFT0MK
Positive,Positive, A2V5KER90CHHD4
Positive,Positive, A2BRLWXV0BEYK9
Positive,Positive, A181BXC0JQD9ZH
Positive,Positive, A3L693JWU8Q17J
Positive,Positive, A16Q6DGTG8LGAG
Negative,Negative, A2IOT8DC37HR8A
Positive,Positive, A271M2LFAIZFS6
Positive,Positive, A3JRW716H3AX14
Positive,Positive, A26OEHGMBT98Q8
Negative,Positive, AEJ5JOMITMSH2
Positive,Positive, A34ERR9G8HJDLM
Positive,Positive, A10LDQHIOIAYFR
Positive,Positive, A1YI3SFRL4CJVH
Positive,Positive, A2ETVM09XDOUEA
Positive,Positive, ARUYE1UZZB83F
Negative,Positive, AV4ZWXK4G4TME
Positive,Positive, AT1R74MMMED8H
Positive,Positive, A2BBBBQL28PIGT
Neutral,Neutral, A8DDZ1UIK08GT
Positive,Positive, ADW1ZMUPPIW34
Negative,Positive, A2TE2DNZ1HHS1R
Negative,Positive, A21IF0DUUBEF06
Positive,Positive, ACDNL5KIFZEYO
Positive,Positive, A2Z9BQ7R7FEGH7
Negative,Positive, AUS4E0D4RAOL2
Positive,Positive, A3MJDHCNBSM9US
Positive,Positive, A146RXD74SMLQH
Positive,Positive, AUWKO5Z5DQULC
Positive,Positive, AEW6UH6N5PQUM
Positive,Positive, A1H7DCUE8K88V0
Positive,Positive, A1ZSMZQUQEIFP7
Negative,Positive, AI78BR0UXFPW1
Positive,Positive, A2WQ659EPDL5DW
Positive,Positive, A2ZVTKXO6HWH95
Positive,Positive, AK7MSI060VNYQ
Positive,Positive, A24FWV8IYHIS6W
Positive,Positive, A3H4L6OS0ESTCZ
Positive,Positive, ACLYRBTBQCQVW
Positive,Positive, A278KD9EIGEF1V
Positive,Positive, A22UCWI6D9P568
Neutral,Positive, A5I6GZWYS2FBS
Positive,Positive, A1K1DGLACLSY09
Neutral,Neutral, AYT51K1C6PCNY
Positive,Positive, A1685KI2P5KZJX
Positive,Positive, A3HXRDM7TYTPHE
Negative,Positive, A3GTXKDMGGM2AJ
Positive,Positive, A3HCCMT5J2UHKL
Positive,Positive, A16WK6Z5VP4ZF1
Positive,Positive, A2FVOBTX2FZ1LF
Positive,Positive, A26436OQF3LVA9
Positive,Positive, A1AA7VEH6GRFEU
Positive,Positive, ABFMOV8BJK4X6
Positive,Positive, A20GK2KA7KE7R5
Positive,Positive, A39A4OQT77H4HX
Positive,Positive, A1TH3BQDUZORO7
Positive,Positive, A1WDSU95X7WMCI
Positive,Positive, A214I3NAL5S9XZ
Positive,Positive, A2G20L9IN4N2TU
Positive,Positive, A9J5SLYXUCWO1
Positive,Positive, A1SBAW2QB5K0WO
Positive,Positive, A42O4SBS97F1P
Positive,Positive, A26F9VP8ELLZC4
Positive,Positive, AE1M26GNU4D2X
Positive,Positive, AVJITP8XEDO6R
Negative,Positive, A1ETSLQP3U2SLT
Neutral,Positive, A1L4GE2CA4NBRC
Positive,Positive, AZYX5K95IJOO8
Positive,Positive, AU2XW90RSLB93
Negative,Positive, A25NS753YGCR9L
Positive,Positive, A12RBY4AGGPWYS
Positive,Positive, A1MBVQ3UWJV9BK
Positive,Positive, A3CQR61288TR8R
Positive,Positive, A18ITUMU0819PB
Positive,Positive, A37BYJDQY3RYVN
Positive,Positive, A1VHK9A4VLJTHC
Positive,Positive, A2ROUGLS8O9BGS
Positive,Positive, ANNBOQ24VOYYT
Neutral,Positive, AOLMG80TCNRWY
Negative,Positive, AXLYLQ469ULKQ
Neutral,Positive, AVNYPDZBMJM3A
Neutral,Positive, A3INOGHIGJKMNG
Positive,Positive, A2BC20SE7EXKG3
Positive,Positive, A1OJLWFX98XHAL
Positive,Positive, AKI896PC7N7PE
Positive,Positive, AJ6H9ZV7TJUUT
Positive,Positive, AYOSONWQVHV8P
Neutral,Positive, A1K4FPTCGQACQM
Positive,Positive, AFLKZEERM0E19
Positive,Positive, A2ZGCFS798K7PO
Positive,Positive, A3ICVT5B4QMSPM
Positive,Positive, AP70OWFY36QRU
Positive,Positive, A1B1YOOZW3EU3N
Positive,Positive, A2DS5Y3WEDR8I5
Negative,Positive, AFE0AGQT50MBJ
Positive,Positive, A1QXIB5SJG07XP
Neutral,Positive, A3OADJ9KM36GO0
Neutral,Positive, A18Y8NDK88H30D
Positive,Positive, A2XF6UGVMCG3D6
Positive,Positive, A113IR2A8KMWXQ
Positive,Positive, A13R1ESIE3ESIP
Positive,Positive, A2QJV781I22JJV
Positive,Positive, A1RLXMMPI049RD
Positive,Positive, AMYE45F3Q9EB5
Positive,Positive, A3TBTFECNQDQUY
Positive,Positive, A3T4U55VWPM4YS
Neutral,Positive, AG81NS1R4ZYNI
Positive,Positive, A18Z7ICRLVHBBP
Positive,Positive, ANGH8P1FUUCVG
Positive,Positive, A2ETNQXYVB1IRW
Positive,Positive, AHTGE74VGJQLK
Positive,Positive, AL0CNY2DIL12S
Positive,Positive, A320B1H5Q0W7LG
Positive,Positive, A2L6WRHV6OW9AS
Positive,Positive, A2VZOMBUFA36JR
Positive,Positive, A16VT55HGDY0J7
Positive,Positive, A1906HPWGICMNQ
Positive,Positive, A22U424PBTPA7I
Positive,Positive, A1NHXKW5T56799
Positive,Positive, A3NFYMJ0HER33S
Positive,Positive, A2IH8KFQOT7X1C
Positive,Positive, AXK3KYH8NQ9G2
Positive,Positive, A2OED4GLU1FUM8
Positive,Positive, A3M2DELWE2P62
Positive,Positive, AXWZKQYWE5D75
Positive,Positive, A1SIPU4V73ZLD4
Positive,Positive, A2XMAAGFPCOSW9
Positive,Positive, AXR9PC2II8UCB
Positive,Positive, A30JSARDG9QB48
Positive,Positive, A1WLO7KY3KC3N6
Positive,Positive, ARH0Q9E1ME0ZA
Negative,Positive, AEER5NMWW9WS2
Negative,Negative, A2A71RAM3ESL60
Neutral,Positive, A3Q4G9XVFHF7PW
Positive,Positive, A152Q7SAQ90IPP
Positive,Positive, A3SEA3RWQLD2VQ
Positive,Positive, A10AFMNFMHAHAA
Positive,Positive, AHTN83R05O5D5
Positive,Positive, A1N1K6XO7OWVPC
Positive,Positive, A1QCJDZA1M36J7
Positive,Positive, A2RQN8H4RM24Q2
Positive,Positive, AIMQL54FN9VNN
Positive,Positive, A27AQ2G7I7EDHU
Positive,Positive, A2VGXB6X0L90S6
Positive,Positive, A26JC3FK54KJ2A
Negative,Positive, A2TJSYH4UN3H2R
Positive,Positive, A2S3TCHXOZ44KL
Positive,Positive, A2KEJINA3ZFD6S
Positive,Positive, A1T92C4T1C56X7
Positive,Positive, A35CSFNDX64WY
Positive,Positive, AZLE2XFH3JUNG
Negative,Positive, A3QS70G3XBL5VV
Positive,Positive, A4WNG5KN5YB1U
Positive,Positive, A2ZXUM6DSUMJW1
Positive,Positive, A2CAUP9G26SY19
Positive,Positive, AIZ0P42ZNV8E9
Positive,Positive, A2XPZF7XX5SZNR
Positive,Positive, A22YO8ZIAZXX3Z
Positive,Positive, A3IWMX1ATEP6X
Positive,Positive, ABRNJUJUNIWA9
Positive,Positive, A9DA78YZLS4F4
Positive,Positive, A252XTPT343GT0
Positive,Positive, A3OGNNZTLTU8TX
Negative,Positive, A1FVECAIUPLBA
Positive,Positive, A2YRVKRD424SB4
Positive,Positive, A35HPCEFHWPG1K
Positive,Positive, A38YQJGEKEHULI
Positive,Positive, A2L8GABR15ALDZ
Negative,Negative, A16BIACO8CKW4P
Negative,Negative, A1PKVC6ZUTGRV7
Positive,Positive, A27CJZV5POINOI
Neutral,Positive, A2HO6KNIIWBTE7
Negative,Positive, N/A
Positive,Positive, A3S3PQ9NUGL667
Positive,Positive, A2JCW665RUDUDK
Negative,Positive, A1BPTQHP1FCXJJ
Positive,Positive, A39JDZ3UHG3J09
Positive,Positive, ADK0FIJKU0MIM
Positive,Positive, AEYCVV0N7FC64
Positive,Negative, A2NIPVK9QZF14B
Positive,Positive, A3S8LCCVR81DQI
Positive,Positive, A2HRZFF7OV955A
Positive,Positive, A176U0L6U7E9WG
Positive,Positive, AREIX5LXIAO0N
Positive,Positive, A376SJBJ5FC9VA
Positive,Positive, A2EDE9CG313SPV
Positive,Positive, A1PFMFY10XUT1V
Positive,Positive, A1ZNG4XN35QYOF
Positive,Positive, A28R4TOGVLCGO4
Positive,Positive, A1XO49USV6JBB9
Positive,Positive, A2CHNUJPQ31CE6
Neutral,Positive, ANJA782DRJ4IL
Positive,Positive, A3SSIBAU9MN11Z
Positive,Positive, A15UM9T08A57C7
Neutral,Positive, A33X6DFEOZPSQZ
Positive,Positive, A3275IRF7C86IQ
Positive,Positive, A1HNCNKY00MV81
Negative,Negative, A2RG70OQN7678L
Negative,Positive, A3EHVF5E08UVBW
Positive,Positive, A3KIC82J3VLT8Z
Positive,Positive, A2BPKPNQIAYZCS
Positive,Positive, A2X2V6MCJ5ITB1
Positive,Positive, A1ILS3MVXOTSBQ
Positive,Positive, APJZMZM4C9LN0
Negative,Positive, A20K45DSYHI3RI
Neutral,Positive, A3CZLIG7TYTQ8W
Positive,Positive, ATSSRN28LFP84
Positive,Positive, A2NYVLSN2XWKVE
Neutral,Positive, A2WO7FKPOHR7DX
Positive,Positive, A30MTYI1LQEB72
Positive,Positive, A2KNNDMWPR0JBQ
Negative,Negative, A15ZLMYOME0W4C
Positive,Positive, A1XROYH1AEZASV
Positive,Positive, A1C71EMHZRUWNT
Positive,Positive, A3TWAPJ17U0T4
Positive,Positive, A2NFLGSCNWSZE3
Positive,Positive, AFCTX68X833PK
Positive,Positive, A3ECBUZQL6X927
Positive,Positive, A1B5DMAWMAW575
Positive,Positive, APJS747RDZTYZ
Negative,Positive, A3SF716LKI8GXB
Positive,Positive, A1WZVX3H5C6OZM
Positive,Positive, A3152WNGFXK49K
Positive,Positive, A26ONTHNH68RFO
Positive,Positive, A2J4KSI34FLTQI
Neutral,Positive, A2PKUVG6ZZP2VB
Positive,Positive, A344LC4USHCQ9V
Positive,Positive, A3BZJ7IT5RY0ZD
Positive,Positive, A2VOGNBUMXSW13
Positive,Positive, A13XWWIPG58SGX
Positive,Positive, N/A
Positive,Positive, AYXL0XVFXTRXD
Positive,Positive, A1JNZ81FURNJ3V
Positive,Positive, AU10LW7ASID1K
Positive,Positive, A30346BDIVAYU1
Negative,Positive, A2GYX0C3SJGSGN
Positive,Positive, A137N3JDZ384X3
Positive,Positive, AIJI0M7186DNU
Neutral,Negative, A1V72A9UKLRC35
Positive,Positive, A2S4H6TG1VMXGC
Neutral,Positive, A3NQWIFQQ1KD1Y
Positive,Positive, A1WBJIPYZ3MU6O
Positive,Positive, A1K4ETZK3AZ1UM
Positive,Positive, A1CU6WJNU2W2J2
Positive,Positive, ANIQMHD3FE1N
Positive,Positive, AF0VTVZ452PHL
Negative,Negative, A29Y2V0GOHHNAI
Positive,Positive, A2VFTI2AMLRA6G
Positive,Positive, AR4WGT72I8S0Q
Positive,Positive, A3IZH6JJMMRWSQ
Positive,Positive, A1XRQGPCXLFRU7
Positive,Positive, A2JFA6VEMWIKE7
Positive,Positive, A3RBDOLU1W1IY5
Positive,Positive, AHGBUDD6GTISU
Positive,Positive, A1JDU70ON9UWCA
Positive,Positive, A1KPX9P1RRZASE
Positive,Positive, A11Z0LXWPBK4RP
Positive,Positive, A1TMMBAB46BAGZ
Neutral,Positive, A2JYF6CAU5A8BN
Positive,Positive, A2E4O6LXQB9J1T
Positive,Positive, A1TCW36I8AKP1B
Positive,Positive, A10LQ0T3ALITQQ
Positive,Positive, A35N4CVDLRD2N8
Positive,Positive, A26S5S6WRO3P3H
Positive,Positive, A2HRWONDPECN9L
Positive,Positive, A1UOHGCUUAUVYE
Positive,Positive, A1RMW03EI53AEM
Positive,Positive, A35R66HDG2KPLK
Positive,Positive, A6AQK68PP8TEF
Positive,Positive, A2MF4XR7CXWELW
Neutral,Positive, A3CI4EC2VJPXZ4
Positive,Positive, A242TCJDONXXUX
Positive,Positive, A15H806DSGE3KV
Positive,Positive, A2APZK70GLVJD9
Neutral,Positive, A44TQ5K5SLOEV
Neutral,Positive, AVE15TPALK8BE
Negative,Positive, A2LMN499ZRSYWQ
Positive,Positive, ABCVWAEZ59D58
Positive,Positive, A1WPLTD929QBDZ
Positive,Positive, A1U2WWN612F0BE
Positive,Positive, A2ZP1A7DTE9JEN
Negative,Negative, APIAR1BC2FTFE
Positive,Positive, AWLL66MZEZDPY
Neutral,Positive, A1BS1THNM30B0H
Positive,Positive, AX7ZNE20BVDD8
Positive,Positive, A198SQKH0JW10Q
Positive,Positive, A3NSLW1M3469ST
Positive,Positive, A1B70L005MTMB7
Positive,Positive, AFZ0CNCKK93JA
Positive,Positive, AV0FB2XOVM77A
Positive,Positive, A3DQAVMCR69ZXZ
Positive,Positive, A25AIEARRD9VAT
Positive,Positive, A1WD0RLU4BL1XC
Positive,Positive, A1SE1Y2KK66AXT
Positive,Positive, A1QJ67V9DIO3KM
Negative,Negative, A3DIKJJHK7K2X8
Negative,Negative, A38WUQ247WB1LE
Positive,Positive, A267FHVBZD2XL4
Positive,Positive, AV2JONP5LRMYZ
Positive,Positive, A22VJA21NHY78W
Positive,Positive, AVO1Q5HW32BV6
Positive,Positive, A3GSEO9DH6GWVM
Positive,Positive, A29TK87COW16F4
Positive,Positive, A2G61GUYNVCBM5
Neutral,Positive, A31U4VQ5RP26EK
Positive,Positive, ADHNIBGM7XZK2
Positive,Positive, APO9BW47ZNB5Z
Neutral,Negative, A3GRA0A02NOQC9
Positive,Positive, A3RR4R0YLILZ5L
Positive,Positive, A351971Z598ZAN
Neutral,Positive, A319KFLKUT4WMT
Positive,Positive, A1RYI3A5FDPEEL
Positive,Positive, AWL2O3YZ0Z85D
Positive,Positive, A1NC8HJD8XKKD5
Positive,Positive, A1CGHACFPGB279
Positive,Positive, AKLGQ48X7KS5D
Positive,Positive, AV5HYJVGSRTNX
Positive,Positive, A3O439MSO5MC3X
Negative,Positive, AMZPQCAASJHYP
Positive,Positive, A2QZCTQL6UFM6Y
Neutral,Positive, A2TPT3DVUIOS5E
Positive,Positive, AE1Y6GDXYRDH3
Positive,Positive, A2AZFELROH9QVO
Neutral,Positive, AAXDVZRXDOVF3
Positive,Positive, A1JYYKR4VY6XG2
Positive,Positive, A36L7EMZGJKYU4
Positive,Positive, A883025581Z4G
Positive,Positive, A3IATGAJ39LSXE
Neutral,Positive, ABRSUHK57W3H8
Positive,Positive, A37TJKMIZOHK2
Positive,Positive, A3DAVDQZ3MU2WR
Positive,Positive, A3V6FQ71RSCHQW
Positive,Positive, AKA8KFIVK3QPL
Positive,Positive, A2PBTYM3IE0B4O
Positive,Positive, AK0JOMCODZ412
Negative,Positive, A6VKZUS87LUN8
Negative,Positive, A21AT5SEXJWD1C
Negative,Negative, A28UGNI84SGUPC
Negative,Positive, A3W0WCGKPPV8HY
Negative,Positive, A2UC9O8CUA7LB3
Positive,Positive, A269G7AMQZ2J82
Positive,Positive, A2L6LGTCAO02FY
Positive,Positive, A1M77PZ8NQ9CNI
Positive,Positive, A16U5ANPP63P4G
Positive,Positive, ARGGR0APVPAMS
Positive,Positive, A336VMLVBLF8WM
Positive,Positive, A3AEAO2L8EMWPY
Positive,Positive, A4BHEXN8QP9A1
Positive,Positive, A1XGUPJZ7URXJH
Positive,Positive, AFO11F42BVI3K
Positive,Positive, A356DBHFPHXW8B
Positive,Positive, A224D1JMS21XY5
Positive,Positive, A38L8YQCIAD7HD
Positive,Positive, A2GH2XDBVIMKYV
Positive,Positive, A36Z2P2JRCEGGB
Neutral,Neutral, A2LMTAHD7AEV5I
Negative,Positive, A16CJ2LC4NK0DG
Positive,Positive, A1RWPP5M76Y8N
Positive,Positive, A2AWT9CNFE1935
Positive,Positive, AHQTMTFH1P7K2
Positive,Positive, A12PMQQU52UCVH
Positive,Positive, A1M8ZRV2I7A8TW
Positive,Positive, A74X73G3QPIPN
Negative,Positive, A1YJGSVXNAU9SD
Positive,Positive, A2T67ULKWM316X
Positive,Positive, A1OY4E9FOKC3K7
Positive,Positive, A2DR7COOFVQSDX
Positive,Positive, A1DJSVA1IENF08
Positive,Positive, A1LXKDXGMZ0Z94
Positive,Positive, A21G3SG7KWAR39
Negative,Negative, A20IOD15X26SD7
Positive,Positive, A311VC46LER7O1
Negative,Positive, A3QNUT2U9N10WM
Negative,Positive, ATN4A5Z4HOYVD
Positive,Positive, AIC7IKPBPCKSR
Positive,Positive, A1FZJLECXLMGOJ
Positive,Positive, A1995W8BR0XBD4
Positive,Positive, A2NAINP5N9Z5WA
Neutral,Positive, A3JCE5H1BN6NJV
Positive,Positive, A38NB89YT6JI1L
Negative,Positive, A15DHY9R59FFAK
Positive,Positive, A2VWPAF1LAXO60
Positive,Positive, A3AFF6XMHMG9TD
Positive,Positive, A2FNDLTLNA5CB0
Positive,Positive, A20ZF9CLT94PUK
Neutral,Positive, A2BJ5O6142KCOU
Positive,Positive, AW81R6GXBIUL0
Positive,Positive, A1NL3MAV6D8X3M
Positive,Positive, AMYRJQNEWY4Z3
Positive,Positive, A3781JBXYD8R8G
Positive,Positive, A3D9K67ZU0X3MB
Neutral,Positive, A90973R99Y06O
Positive,Positive, A33R2QHV5JR2K9
Positive,Positive, A2OB3YYT1RUUFZ
Positive,Positive, A3UJHE03LVE1HV
Negative,Positive, AGPSY8S1041LZ
Positive,Positive, A284UYD6SQIIRB
Positive,Positive, A2DKZEBXJGKQUW
Positive,Positive, A1J50C0OUFWJEI
Positive,Positive, A2A2ZM3I40JWUB
Positive,Positive, AFIVUWV2YMYJ1
Positive,Positive, A3EJGJSZ3XCK5Y
Negative,Positive, A39TL43YPY0CCU
Positive,Positive, A3FNRG5RO6Z9A
Positive,Positive, A1P6FGVEYCS4FQ
Negative,Positive, A1RQR8KSEWCPLZ
Positive,Positive, A26OYMB10X0MK0
Positive,Positive, A3W16RVR2PY836
Positive,Positive, A2T2MJT8LFLBXH
Positive,Positive, A2FEI9HO4HFF4Y
Positive,Positive, A398W661J9B567
Positive,Positive, A3K7I9EGDHAGU4
Negative,Positive, A12TAS1F1X7SDG
Positive,Positive, A1L6O4UEI9DYXY
Positive,Positive, AEIBFBGTS0JWJ
Positive,Positive, A13BQLWGS6OVR0
Positive,Positive, A2846LA5M6MNTK
Positive,Positive, A2X6T3E0EU66YU
Positive,Positive, A2IB6F1IXAQ6ER
Positive,Positive, A13HO3KE8R1MRJ
Positive,Positive, A1MQVIO8VI5HFN
Positive,Positive, AK0KR28S79OKN
Positive,Positive, A2LRE183JRFEAK
Neutral,Positive, A6P5ZO72RG5Y0
Positive,Positive, ANWOHSVRQM7RY
Positive,Positive, A2B8CXPJLKJ3DC
Neutral,Positive, A11QQ0ZN4EDI9Z
Positive,Positive, A9ZBL8GXEKBVW
Positive,Positive, A2UDYYTCWTE95L
Positive,Positive, A17WTAW768WIOU
Positive,Positive, AC3SK5NWUU5BE
Positive,Positive, A19JP5YN45X6DN
Positive,Positive, A2C83JE7BJUJN1
Positive,Positive, AGLR0IIPOO53R
Positive,Positive, N/A
Positive,Positive, A8MLZL23DNKRX
Positive,Positive, A3PE2PAY253B7I
Positive,Positive, ABD3SQNEEVHLU
Positive,Positive, A3R8TAZQYGWP2P
Positive,Positive, ARYCAN7NZT2J2
Positive,Positive, A14TYVYTNLE55V
Neutral,Neutral, A28TMLD7XDN7OO
Positive,Positive, A1KEXYIPM7THCU
Positive,Negative, A1J3E2VCUJFS76
Positive,Positive, A3II7VQOJ0Q1XD
Positive,Positive, A3CFYBHTO3VKGL
Positive,Positive, A2XDKBQ1YIIR4X
Positive,Positive, AK18V47JEXZE8
Positive,Positive, A3O5XT1DUA2US
Neutral,Positive, A2KQXQK17BMTQH
Positive,Positive, A180L1S0QRTITH
Positive,Positive, A3FQZRGBNA4B2M
Positive,Positive, AOUL06MB6OIYV
Positive,Positive, A2LFTYBVHOGTD7
Positive,Positive, A2E52DFWFG4RB4
Positive,Positive, A2RCQ4AHA63TVX
Positive,Positive, A1TYEK0NVZK5NJ
Positive,Positive, A1L7L72W70JR6G
Neutral,Positive, A1U2HNJRGYK1IJ
Positive,Positive, A2K6VV0Y84AH0I
Positive,Positive, A24K26Y6VLCUXS
Positive,Positive, A12OA4FDWT9RPR
Positive,Positive, A2U9BJABQ60RNI
Neutral,Positive, A1QQAZALCQIIXS
Positive,Positive, AAPSWRQ1HSV8Y
Negative,Positive, A62FRCYEWBBTQ
Positive,Positive, A3R143942WZLGU
Positive,Positive, A1NT5ZE7EINHQG
Positive,Positive, A3CGRP4AJRR9TZ
Positive,Positive, A1LG81JSSJ0BO6
Positive,Positive, A9LUFE1RDEGUP
Positive,Positive, ACBTRDBXC322U
Positive,Positive, AW9ZD1WXHJ5I
Positive,Positive, A1YGADW3AO70RG
Neutral,Positive, A17ANW2UW0GRCS
Negative,Positive, A2JI6VWI3IZE57
Positive,Positive, A1XK33I46ZPAH6
Positive,Positive, A1TPO5DKZU1CZZ
Positive,Positive, A2ILVJLZ4YDUR
Positive,Positive, A12KKZOYY997DH
Negative,Negative, AEG99MZMI3NIV
Positive,Positive, A2AUR1TBXE6QMM
Positive,Positive, AVXM28GWTN8QN
Neutral,Positive, A1ARY0JBA3GOF4
Neutral,Positive, A3K94GILOTHNDL
Positive,Positive, A5DIVR4NHZF62
Positive,Positive, A1Q8WA1VR25PHP
Positive,Positive, A3O3F9V9E31L8K
Negative,Positive, A1L454FJJLC2RA
Neutral,Positive, AL19F57XWS1P7
Positive,Positive, A5A3C6XVDYUND
Positive,Positive, A1DCY270BDIW8Q
Positive,Positive, A2A7SK8Y23X5U1
Positive,Positive, A1LEID6AIX53CH
Positive,Positive, A3FDELFXWYST16
Positive,Positive, A2ZR0OBVG6JI2
Positive,Positive, ATXFHA8QAZF7H
Neutral,Positive, A270ZJFPFFHULD
